Scheme Name	Net Asset Value
ICICI Prudential Technology Fund - IDCW	69.71
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - Growth	18.77
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - IDCW	17.31
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Growth	18.12
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - IDCW	16.67
ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth	69.34
ICICI Prudential US Bluechip Equity Fund - Direct Plan -  IDCW	69.34
ICICI Prudential US Bluechip Equity Fund - Growth	62.13
ICICI Prudential US Bluechip Equity Fund - IDCW	62.13
Invesco India Business Cycle Fund - Direct Plan - Growth	12.1
Invesco India Business Cycle Fund - Direct Plan - IDCW	12.1
Invesco India Business Cycle Fund - Growth	12.03
Invesco India Business Cycle Fund - IDCW	12.03
Invesco India ESG Integration Strategy Fund - Direct Plan - Growth	18.89
Invesco India ESG Integration Strategy Fund - Direct Plan - IDCW (Payout / Reinvestment)	15.41
Invesco India ESG Integration Strategy Fund - Growth	17.64
Invesco India ESG Integration Strategy Fund - IDCW (Payout / Reinvestment)	14.23
Invesco India Financial Services Fund - Direct Plan - Growth	164.12
Invesco India Financial Services Fund - Direct Plan - IDCW (Payout / Reinvestment)	84.48
Invesco India Financial Services Fund - Regular Plan -  IDCW (Payout / Reinvestment)	70.1
Invesco India Financial Services Fund - Retail Growth	137.45
Invesco India Infrastructure Fund - Direct Plan - Growth Option	76.96
Invesco India Infrastructure Fund - Direct Plan - IDCW (Payout / Reinvestment)	51.5
Invesco India Infrastructure Fund - Growth Option	64.1
Invesco India Infrastructure Fund - IDCW (Payout / Reinvestment)	41.2
Invesco India Manufacturing Fund - Direct - Growth	10.13
Invesco India Manufacturing Fund - Direct - IDCW	10.13
Invesco India Manufacturing Fund - Regular - Growth	9.99
Invesco India Manufacturing Fund - Regular - IDCW	10
Invesco India PSU Equity Fund - Direct Plan - Growth	76.42
Invesco India PSU Equity Fund - Direct Plan - IDCW (Payout / Reinvestment)	51.56
Invesco India PSU Equity Fund - Growth	64.47
Invesco India PSU Equity Fund - IDCW (Payout / Reinvestment)	42.65
Invesco India Technology Fund - Direct - Growth	9.75
Invesco India Technology Fund - Direct - IDCW	9.75
Invesco India Technology Fund - Regular - Growth	9.64
Invesco India Technology Fund - Regular - IDCW	9.63
ITI Banking and Financial Services Fund - Direct Plan - Growth Option	16.0784
ITI Banking and Financial Services Fund - Direct Plan - IDCW Option	16.0784
ITI Banking and Financial Services Fund - Regular Plan - IDCW Option	14.9701
ITI Banking and Financial Services Fund -Regular Plan - Growth Option	14.9701
ITI Bharat Consumption Fund - Direct Plan - Growth	11.0571
ITI Bharat Consumption Fund - Direct Plan - IDCW Option	11.0571
ITI Bharat Consumption Fund - Regular Plan - IDCW Option	10.9921
ITI Bharat Consumption Fund - Regular Plan Plan - Growth	10.9921
ITI Pharma and Healthcare Fund - Direct Plan - Growth Option	17.1945
ITI Pharma and Healthcare Fund - Direct Plan - IDCW Option	17.1945
ITI Pharma and Healthcare Fund - Regular Plan - Growth Option	15.9711
ITI Pharma and Healthcare Fund - Regular Plan - IDCW Option	15.9711
Kotak Banking & Financial Services Fund - Direct Plan - Growth	15.911
Kotak Banking & Financial Services Fund - Direct Plan - IDCW Payout	15.91
Kotak Banking & Financial Services Fund - Regular Plan - Growth	15.335
Kotak Banking & Financial Services Fund - Regular Plan - IDCW Payout	15.334
Kotak Business Cycle - Direct Plan - Growth	16.542
Kotak Business Cycle Fund-Direct Plan-IDCW option	16.541
Kotak Business Cycle Fund-Regular Plan--Growth	15.848
Kotak Business Cycle Fund-Regular Plan-IDCW option	15.848
Kotak Consumption Fund - Direct plan - Growth Option	13.582
Kotak Consumption Fund - Direct plan - IDCW Option	13.581
Kotak Consumption Fund - Regular plan - Growth Option	13.232
Kotak Consumption Fund - Regular plan - IDCW Option	13.231
Kotak Energy Opportunities Fund-Direct-Growth	10.175
Kotak Energy Opportunities Fund-Direct-IDCW-Payout & Reinvestment	10.175
Kotak Energy Opportunities Fund-Regular-Growth	10.15
Kotak Energy Opportunities Fund-Regular-IDCW-Payout & Reinvestment	10.15
Kotak ESG Exclusionary Strategy Fund - Direct Plan - Growth Option	18.14
Kotak ESG Exclusionary Strategy Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option	18.14
Kotak ESG Exclusionary Strategy Fund - Regular Plan - Growth Option	16.852
Kotak ESG Exclusionary Strategy Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option	16.852
Kotak Healthcare Fund - Direct Plan - Growth Option	13.39
Kotak Healthcare Fund - Direct Plan - IDCW Option	13.389
Kotak Healthcare Fund - Regular Plan - Growth Option	13.055
Kotak Healthcare Fund - Regular Plan - IDCW Option	13.059
Kotak Infrastructure & Economic Reform Fund - Standard Plan-Growth	64.579
Kotak Infrastructure & Economic Reform Fund - Standard Plan-Payout of Income Distribution cum capital withdrawal option	51.649
Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option	76.136
Kotak Infrastructure & Economic Reform Fund- Direct Plan- Payout of Income Distribution cum capital withdrawal option	75.265
Kotak Manufacture in India Fund - Direct Plan Growth	19.282
Kotak Manufacture in India Fund - Direct Plan IDCW Option	19.282
Kotak Manufacture in India Fund - Regular Plan Growth	18.282
Kotak Manufacture in India Fund - Regular Plan IDCW Option	18.282
Kotak MNC Fund-Direct Plan-Growth	9.968
Kotak MNC Fund-Direct Plan-IDCW Option	9.968
Kotak MNC Fund-Regular Plan- Growth	9.873
KotaK MNC Fund-Regular Plan-IDCW OPTION	9.873
Kotak Pioneer Fund- Direct Plan- Growth Option	33.444
Kotak Pioneer Fund- Regular Plan- Growth Option	30.581
Kotak Pioneer Fund- Regular Plan- Reinvestment of Income Distribution cum capital withdrawal option	30.594
Kotak Pioneer Fund-Direct Plan-Reinvestment of Income Distribution cum capital withdrawal option	33.439
Kotak Quant Fund - Direct Plan - Growth Option	14.52
Kotak Quant Fund - Direct plan - IDCW Payout	14.52
Kotak Quant Fund - Regular Plan - Growth Option	14.449
Kotak Quant Fund - Regular Plan - IDCW Payout	14.339
Kotak Special Opportunities Fund - Direct Plan - Growth Option	9.629
Kotak Special Opportunities Fund - Direct Plan - IDCW Payout Option	9.63
Kotak Special Opportunities Fund - Regular Plan - Growth Option	9.497
Kotak Special Opportunities Fund - Regular Plan - IDCW Option	9.497
Kotak Technology Fund - Direct Plan - Growth Option	11.957
Kotak Technology Fund - Direct Plan - IDCW Option	11.957
Kotak Technology Fund - Regular Plan - Growth Option	11.734
Kotak Technology Fund - Regular Plan - IDCW Option	11.735
Kotak Transportation & Logistics Fund-Direct -IDCW-PAYOUT & REINVESTMENT	10.281
Kotak Transportation & Logistics Fund-Direct Growth	10.282
Kotak Transportation & Logistics Fund-Regular-Growth	10.197
Kotak Transportation & Logistics Fund-Regular-IDCW Payout & Reinvestment	10.197
LIC MF Banking and Financial Services Fund-Direct Plan-Growth	23.4978
LIC MF Banking and Financial Services Fund-Direct Plan-IDCW	23.3419
LIC MF Banking and Financial Services Fund-Regular Plan-Growth	20.8381
LIC MF Banking and Financial Services Fund-Regular Plan-IDCW	20.8345
LIC MF Healthcare Fund-Direct Plan-Growth	30.8221
LIC MF Healthcare Fund-Direct Plan-IDCW	30.8151
LIC MF Healthcare Fund-Regular Plan-Growth	28.2616
LIC MF Healthcare Fund-Regular Plan-IDCW	28.2621
LIC MF Infrastructure Fund-Direct Plan-Growth	56.3063
LIC MF Infrastructure Fund-Direct Plan-IDCW	55.2881
LIC MF Infrastructure Fund-Regular Plan-Growth	49.3306
LIC MF Infrastructure Fund-Regular Plan-IDCW	49.3319
LIC MF Manufacturing Fund-Direct Plan-Growth	9.7916
LIC MF Manufacturing Fund-Direct Plan-IDCW	9.7916
LIC MF Manufacturing Fund-Regular Plan-Growth	9.6722
LIC MF Manufacturing Fund-Regular Plan-IDCW	9.6721
Mahindra Manulife Business Cycle Fund - Direct Plan - Growth	14.9119
Mahindra Manulife Business Cycle Fund - Direct Plan - IDCW	13.7734
Mahindra Manulife Business Cycle Fund - Regular Plan - IDCW	13.3188
Mahindra Manulife Business Cycle Fund-  Regular Plan - Growth	14.4514
Mahindra Manulife Consumption Fund - Direct Plan - IDCW	19.0450
Mahindra Manulife Consumption Fund - Direct Plan -Growth	24.6496
Mahindra Manulife Consumption Fund - Regular Plan - IDCW	16.5968
Mahindra Manulife Consumption Fund- Regular Plan - Growth	22.0177
Mahindra Manulife Manufacturing Fund - Direct Plan - Growth	9.6423
Mahindra Manulife Manufacturing Fund - Direct Plan - IDCW	9.6423
Mahindra Manulife Manufacturing Fund - Regular Plan - Growth	9.4882
Mahindra Manulife Manufacturing Fund - Regular Plan - IDCW	9.4882
Mirae Asset Banking and Financial Services Fund Direct  IDCW	21.912
Mirae Asset Banking and Financial Services Fund Direct Growth	21.999
Mirae Asset Banking and Financial Services Fund Regular Growth	20.482
Mirae Asset Banking and Financial Services Fund Regular IDCW	20.507
Mirae Asset Great Consumer Fund - Direct Plan - Growth	108.199
Mirae Asset Great Consumer Fund - Regular Plan - Growth option	90.873
Mirae Asset Great Consumer Fund Direct IDCW	64.966
Mirae Asset Great Consumer Fund Regular IDCW	25.460
Mirae Asset Healthcare Fund -Regular Growth	37.215
Mirae Asset Healthcare Fund Direct Growth	41.448
Mirae Asset Healthcare Fund Direct IDCW	27.231
Mirae Asset Healthcare Fund Regular IDCW	23.892
Motilal Oswal Active Momentum Fund - Regular- IDCW	10.9422
Motilal Oswal Active Momentum Fund- Direct-Growth	10.9452
Motilal Oswal Active Momentum Fund- Direct-IDCW	10.9451
Motilal Oswal Active Momentum Fund- Regular- Growth	10.9422
Motilal Oswal Business Cycle Fund - Direct Plan- Growth	12.3677
Motilal Oswal Business Cycle Fund - Direct Plan- IDCW	12.3670
Motilal Oswal Business Cycle Fund-Regular Plan-Growth	12.2087
Motilal Oswal Business Cycle Fund-Regular Plan-IDCW	12.2088
Motilal Oswal Digital India Fund - Direct Plan - Growth	10.1488
Motilal Oswal Digital India Fund - Direct Plan- IDCW	10.1489
Motilal Oswal Digital India Fund - Regular Plan - IDCW	10.0517
Motilal Oswal Digital India Fund - Regular Plan- Growth	10.0517
Motilal Oswal Infrastructure Fund-Direct-Growth	11.1872
Motilal Oswal Infrastructure Fund-Direct-IDCW	11.1872
Motilal Oswal Infrastructure Fund-Regular-Growth	11.1859
Motilal Oswal Infrastructure Fund-Regular-IDCW	11.1859
Motilal Oswal Innovation Opportunities Fund - Direct Plan- Growth	12.2378
Motilal Oswal Innovation Opportunities Fund - Direct Plan- IDCW	12.2378
Motilal Oswal Innovation Opportunities Fund- Regular Plan- Growth	12.1863
Motilal Oswal Innovation Opportunities Fund- Regular Plan- IDCW	12.1863
Motilal Oswal Manufacturing Fund - Direct Plan - IDCW	11.2344
Motilal Oswal Manufacturing Fund - Direct Plan- Growth	11.2343
Motilal Oswal Manufacturing Fund - Regular Plan - IDCW	11.0989
Motilal Owsal Manufacturing Fund - Regular Plan - Growth	11.0991
Motilal Oswal Quant Fund - Direct - Growth	10.2044
Motilal Oswal Quant Fund - Direct - IDCW	9.5959
Motilal Oswal Quant Fund - Regular - Growth	9.6424
Motilal Oswal Quant Fund - Regular - IDCW	8.8884
Motilal Oswal Services Fund - Direct Plan - Growth	10.0037
Motilal Oswal Services Fund - Direct Plan - IDCW	10.0036
Motilal Oswal Services Fund - Regular Plan - Growth	10.0032
Motilal Oswal Services Fund - Regular Plan - IDCW	10.0032
Nippon India Active Momentum Fund - Regular Plan- Growth Option	11.5195
Nippon India Active Momentum Fund- Direct Plan IDCW Option	11.5552
Nippon India Active Momentum Fund- Regular Plan- IDCW Option	11.5195
Nippon India Active Momentum Fund-Direct Plan - Growth Option	11.5552
Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Bonus Option	691.0365
Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option	691.0365
Nippon India Banking & Financial Services Fund - IDCW Option	72.5030
Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option	108.2003
Nippon India Banking & Financial Services Fund-Growth Plan-Bonus Option	632.7633
Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option	632.7633
NIPPON INDIA CONSUMPTION FUND - DIRECT Plan - IDCW Option	58.3993
Nippon India Consumption Fund - Direct Plan Growth Plan - Bonus	220.9249
Nippon India Consumption Fund - Direct Plan Growth Plan - Growth Option	220.9249
NIPPON INDIA CONSUMPTION FUND - IDCW Option	38.3731
Nippon India Consumption Fund-Growth Plan-Bonus Option	196.8643
Nippon India Consumption Fund-Growth Plan-Growth Option	196.8643
Nippon India Innovation Fund-Direct Plan-Growth Option	14.1731
Nippon India Innovation Fund-Direct Plan-IDCW Option	14.1731
Nippon India Innovation Fund-Regular Plan-Growth Option	13.8351
Nippon India Innovation Fund-Regular Plan-IDCW Option	13.8351
NIPPON INDIA - JAPAN EQUITY FUND - DIRECT Plan - IDCW Option	21.8598
NIPPON INDIA - JAPAN EQUITY FUND - IDCW Option	19.5981
Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option	21.8598
Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option	21.8598
Nippon India Japan Equity Fund- Growth Plan- Bonus Option	19.5981
Nippon India Japan Equity Fund- Growth Plan- Growth Option	19.5981
NIPPON INDIA PHARMA FUND - DIRECT Plan - IDCW Option	166.1676
Nippon India Pharma Fund - Direct Plan Growth Plan - Bonus Option	562.7378
Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option	562.7378
NIPPON INDIA PHARMA FUND - IDCW Option	117.8305
Nippon India Pharma Fund-Growth Plan-Bonus Option	505.5476
Nippon India Pharma Fund-Growth Plan-Growth Option	505.5476
NIPPON INDIA POWER & INFRA FUND - DIRECT Plan - IDCW Option	73.2296
Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option	371.6256
Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option	371.6256
NIPPON INDIA POWER & INFRA FUND - IDCW Option	64.3543
Nippon India Power & Infra Fund-Growth Plan -Growth Option	343.4923
Nippon India Power & Infra Fund-Growth Plan-Bonus Option	343.4923
NIPPON INDIA QUANT FUND - DIRECT Plan - IDCW Option	43.7230
Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option	76.2183
Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option	76.2183
NIPPON INDIA QUANT FUND - IDCW Option	37.5130
Nippon India Quant Fund -Growth Plan - Growth Option	70.3685
Nippon India Quant Fund -Growth Plan -Bonus Option	70.3685
Nippon India Taiwan Equity Fund- Direct Plan- Growth Option	12.8800
Nippon India Taiwan Equity Fund- Direct Plan- IDCW option	12.8800
Nippon India Taiwan Equity fund- Regular Plan- Growth Option	12.2264
Nippon India Taiwan Equity Fund- Regular Plan- IDCW option	12.2264
NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - Direct Plan - IDCW Option	38.5375
NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - IDCW Option	34.5644
Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option	38.5375
Nippon India US Equity Opportunities Fund- Growth Plan- Growth Option	34.5644
PGIM India Healthcare Fund - Direct Plan - Growth Option	9.76
PGIM India Healthcare Fund - Direct Plan - IDCW Option	9.76
PGIM India Healthcare Fund - Regular Plan - Growth Option	9.67
PGIM India Healthcare Fund - Regular Plan - IDCW Option	9.67
quant BFSI Fund - Growth Option - Direct Plan	17.4767
quant BFSI Fund - Growth Option - Regular Plan	16.9137
quant BFSI Fund - IDCW Option - Direct Plan	17.4969
quant BFSI Fund - IDCW Option - Regular Plan	16.9124
quant Business Cycle Fund - Growth Option - Direct Plan	16.4322
quant Business Cycle Fund - Growth Option - Regular Plan	15.9097
quant Business Cycle Fund - IDCW Option - Direct Plan	16.4211
quant Business Cycle Fund - IDCW Option - Regular Plan	15.925
quant Commodities Fund - Growth Option - Direct Plan	13.1376
quant Commodities Fund - Growth Option - Regular Plan	12.84
quant Commodities Fund - IDCW Option - Direct Plan	13.1339
quant Commodities Fund - IDCW Option - Regular Plan	12.838
quant Consumption Fund - Growth Option - Direct Plan	10.3769
quant Consumption Fund - Growth Option - Regular Plan	10.1483
quant Consumption Fund - IDCW Option - Direct Plan	10.3821
quant Consumption Fund - IDCW Option - Regular Plan	10.1524
quant ESG Equity Fund - Growth Option - Direct Plan	35.4856
quant ESG Equity Fund - Growth Option - Regular Plan	33.0267
quant ESG Equity Fund - IDCW Option - Direct Plan	35.443
quant ESG Equity Fund - IDCW Option - Regular Plan	32.8665
quant Healthcare Fund - Growth Option - Direct Plan	15.8638
quant Healthcare Fund - Growth Option - Regular Plan	15.3663
quant Healthcare Fund - IDCW Option - Direct Plan	15.8627
quant Healthcare Fund - IDCW Option - Regular Plan	15.3662
quant Infrastructure Fund - Growth Option	36.9424
quant Infrastructure Fund - Growth Option-Direct Plan	40.5033
quant Infrastructure Fund - IDCW Option - Direct Plan	40.4717
quant Infrastructure Fund - IDCW Option - Regular Plan	36.8593
quant Manufacturing Fund - Growth Option - Direct Plan	14.9293
quant Manufacturing Fund - Growth Option - Regular Plan	14.4957
quant Manufacturing Fund - IDCW Option - Direct Plan	14.927
quant Manufacturing Fund - IDCW Option - Regular Plan	14.6064
quant Momentum Fund - Growth Option - Direct Plan	14.6099
quant Momentum Fund - Growth Option - Regular Plan	14.3006
quant Momentum Fund - IDCW Option - Direct Plan	14.5958
quant Momentum Fund - IDCW Option - Regular Plan	14.255
quant PSU Fund - Growth Option - Direct Plan	10.5665
quant PSU Fund - Growth Option - Regular Plan	10.3634
quant PSU Fund - IDCW Option - Direct Plan	10.5732
quant PSU Fund - IDCW Option - Regular Plan	10.363
quant Quantamental Fund - Growth Option - Direct Plan	23.9594
quant Quantamental Fund - Growth Option - Regular Plan	22.4496
quant Quantamental Fund - IDCW Option - Direct Plan	24.0921
quant Quantamental Fund - IDCW Option - Regular Plan	22.4756
quant Teck Fund - Growth Option - Direct Plan	13.0431
quant Teck Fund - Growth Option - Regular Plan	12.6747
quant Teck Fund - IDCW Option - Direct Plan	13.037
quant Teck Fund - IDCW Option - Regular Plan	12.6767
QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION	25.15
QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION	23.86
Quantum Ethical Fund - Direct Plan Growth Option	9.88
Quantum Ethical Fund - Regular Plan Growth Option	9.81
Samco Active Momentum Fund - Direct Plan - Growth Option	14.43
Samco Active Momentum Fund - Regular Plan - Growth Option	14.03
Samco Special Opportunities Fund - Direct Plan - Growth	8.63
Samco Special Opportunities Fund - Regular Plan - Growth	8.48
SBI Automotive Opportunities Fund - Direct Plan - Growth	9.5873
SBI Automotive Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	9.5871
SBI Automotive Opportunities Fund - Regular Plan - Growth	9.4678
SBI Automotive Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	9.4680
SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH	47.1992
SBI Banking & Financial Services Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	42.1888
SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH	42.3015
SBI Banking & Financial Services Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	37.9889
SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH	348.1088
SBI Consumption Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	245.0652
SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR - GROWTH	305.3351
SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	183.8329
SBI Energy Opportunities Fund - Direct Plan - Growth	10.6110
SBI Energy Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	10.6108
SBI Energy Opportunities Fund - Regular Plan - Growth	10.4482
SBI Energy Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	10.4484
SBI Equity Minimum Variance Fund - Direct Plan - Growth	24.1930
SBI Equity Minimum Variance Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	24.1915
SBI Equity Minimum Variance Fund - Regular Plan - Growth	23.6477
SBI Equity Minimum Variance Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	23.6515
SBI ESG Exclusionary Strategy Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	93.3842
SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth	260.1263
SBI ESG Exclusionary Strategy Fund - Regular Plan - Growth	237.5117
SBI ESG Exclusionary Strategy Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	74.2805
SBI Healthcare Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	332.0672
SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH	477.9519
SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	263.1213
SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH	417.6879
SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH	52.7805
SBI INFRASTRUCTURE FUND -  REGULAR PLAN - GROWTH	48.9085
SBI Infrastructure Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	46.7115
SBI Infrastructure Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	43.5081
SBI Innovative Opportunities Fund - Direct Plan - Growth	9.4849
SBI Innovative Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	9.4849
SBI Innovative Opportunities Fund - Regular Plan - Growth	9.3913
SBI Innovative Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	9.3917
SBI Magnum COMMA Fund - DIRECT PLAN - Growth	109.7748
SBI Magnum Comma Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	62.4670
SBI Magnum COMMA Fund - REGULAR PLAN - Growth	101.5725
SBI Magnum Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	57.6537
SBI Magnum Global Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	140.7413
SBI MAGNUM GLOBAL FUND - DIRECT PLAN -GROWTH	394.2719
SBI Magnum Global Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	109.3752
SBI MAGNUM GLOBAL FUND - REGULAR PLAN -GROWTH	358.0294
SBI PSU Fund - DIRECT PLAN - GROWTH	35.0383
SBI PSU Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	34.9871
SBI PSU Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	31.8407
SBI PSU Fund - REGULAR PLAN -Growth	31.8445
SBI Quant Fund- Direct Plan- Growth	9.6931
SBI Quant Fund- Direct Plan- Income Distribution cum Capital Withdrawal Option (IDCW)	9.6930
SBI Quant Fund- Regular Plan- Growth	9.6360
SBI Quant Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW)	9.6360
SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH	246.6894
SBI Technology Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	175.2147
SBI TECHNOLOGY OPPORTUNITIES FUND - REGULAR PLAN - GROWTH	216.7356
SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	130.5152
Shriram Multi Sector Rotation Fund - Direct Plan Growth Option	7.8534
Shriram Multi Sector Rotation Fund - Regular Plan Growth Option	7.7791
Sundaram Business Cycle Fund Direct Plan Growth	11.0063
Sundaram Business Cycle Fund Direct Plan IDCW Payout	11.0063
Sundaram Business Cycle Fund Direct Plan IDCW Reinvestment	11.0063
Sundaram Business Cycle Fund Regular Plan Growth	10.8321
Sundaram Business Cycle Fund Regular Plan IDCW Payout	10.8321
Sundaram Business Cycle Fund Regular Plan IDCW Reinvestment	10.8321
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth)	105.6448
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW)	31.9314
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	29.2802
Sundaram Consumption Fund (Formerly Known asSundaram Rural and Consumption Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	32.6193
Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth)	96.4285
Sundaram Financial Services Opportunities Fund Direct Plan - Growth	117.6548
Sundaram Financial Services Opportunities Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	37.0793
Sundaram Financial Services Opportunities Fund Institutional Plan - Growth	104.9194
Sundaram Financial Services Opportunities Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW)	33.8495
Sundaram Financial Services Opportunities Fund Regular Plan - Growth	104.3637
Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	32.3540
Sundaram Infrastructure Advantage Fund Direct Plan - Growth	100.2457
Sundaram Infrastructure Advantage Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	61.7650
Sundaram Infrastructure Advantage Fund Regular Plan - Growth	93.8469
Sundaram Infrastructure Advantage Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	57.5264
Sundaram Services Fund Direct Plan - Growth	37.7703
Sundaram Services Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW) 	25.9236
Sundaram Services Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) 	25.9236
Sundaram Services Fund Regular Plan - Growth	34.9216
Sundaram Services Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW) 	23.9423
Sundaram Services Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW) 	23.9423
TATA Banking & Financial Services Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	50.3506
TATA Banking & Financial Services Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	50.3506
TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	39.8018
TATA Banking & Financial Services Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	39.8018
Tata Banking And Financial Services Fund-Direct Plan-Growth	50.3506
Tata Banking And Financial Services Fund-Regular Plan-Growth	43.2743
Tata Business Cycle Fund-Direct Plan-Growth	19.7315
Tata Business Cycle Fund-Direct Plan-IDCW Payout	19.7315
Tata Business Cycle Fund-Direct Plan-IDCW Reinvestment	19.7315
Tata Business Cycle Fund-Regular Plan-Growth	18.5256
Tata Business Cycle Fund-Regular Plan-IDCW Payout	18.5256
Tata Business Cycle Fund-Regular Plan-IDCW Reinvestment	18.5256
TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option 	56.2013
TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	56.2013
TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	48.2770
TATA Digital India Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	48.2770
Tata Digital India Fund-Direct Plan-Growth	56.2013
Tata Digital India Fund-Regular Plan-Growth	48.2770
